"","verbatimLongitude","verbatimLatitude","url","key","observation_type","name","country","state_province","begin_date","end_date","source","remote_resource","locality","coordinate_uncertainty_in_meters","recorded_by","last_modified","prov"
"200",-109.9035,32.622,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:50276/","MVZ:Mamm:50276","specimen","Puma concolor azteca","United States","Arizona",1929-03-01,"1929-03-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:50276","Big Creek, Graham Mts.",7417,"Collector(s): W. Shirley","2015-02-05T02:49:12.111257","ecoengine"
"201",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:154397/","MVZ:Mamm:154397","specimen","Puma concolor kaibabensis","United States","Nevada",1969-01-01,"1969-12-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:154397","Eastern Nevada",NA,"Collector(s): Carl B. Koford, G. W. Carroll","2015-02-05T03:46:06.541573","ecoengine"
"202",-109.2091,31.8837,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:50277/","MVZ:Mamm:50277","specimen","Puma concolor azteca","United States","Arizona",1931-01-15,"1931-01-15T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:50277","Cave Creek, Chiricahua Mts.",8061,"Collector(s): J. V. Lee","2015-02-05T04:58:34.353083","ecoengine"
"203",-114.8237,46.0196,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:84196/","MVZ:Mamm:84196","specimen","Puma concolor missoulensis","United States","Idaho",1937-01-01,"1937-12-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:84196","Selway National Forest",40246,"Collector(s): L. Humble, E. Raymond Hall","2015-02-05T05:08:27.853672","ecoengine"
"204",NA,NA,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:154392/","MVZ:Mamm:154392","specimen","Puma concolor kaibabensis","United States","Nevada",1969-01-01,"1969-12-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:154392","Eastern Nevada",NA,"Collector(s): Carl B. Koford, G. W. Carroll","2015-02-05T05:23:24.614797","ecoengine"
"205",-109.5593,31.9348,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:51626/","MVZ:Mamm:51626","specimen","Puma concolor azteca","United States","Arizona",1932-01-11,"1932-01-11T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:51626","Five Mile Canyon, ca. 20 mi W Paradise, Chiricahua Mts.",25451,"Collector(s): unknown, D. D. Lee","2015-02-05T05:42:33.776487","ecoengine"
"206",-121.5567,36.3785,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:190994/","MVZ:Mamm:190994","specimen","Puma concolor californica","United States","California",1995-12-11,"1995-12-11T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:190994","Hastings Natural History Reservation",2707,"Collector(s): Robert E. Jones, Walter D. Koenig","2015-02-05T06:22:52.891630","ecoengine"
"207",-122.1167,40.888,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:35376/","MVZ:Mamm:35376","specimen","Puma concolor californica","United States","California",1925-11-17,"1925-11-17T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:35376","1 mi N Squaw Creek Ranger Station",80,"Collector(s): Jay C. Bruce","2015-02-05T00:45:46.605743","ecoengine"
"208",-121.3512,37.3511,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:34303/","MVZ:Mamm:34303","specimen","Puma concolor californica","United States","California",1925-01-08,"1925-01-08T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:34303","N Fork Orestimba Creek",8046,"Collector(s): Jay C. Bruce","2015-02-05T00:57:48.781974","ecoengine"
"209",-120.5427,38.2278,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:175986/","MVZ:Mamm:175986","specimen","Puma concolor californica","United States","California",1984-08-18,"1984-08-18T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:175986","Mt. Ranch",1652,"Collector(s): Robert E. Jones","2015-02-05T01:14:45.074539","ecoengine"
"210",-121.419,36.971,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:165914/","MVZ:Mamm:165914","specimen","Puma concolor californica","United States","California",1969-09-20,"1969-09-20T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:165914","San Felipe Ranch, 13.3 mi SE San Jose",408,"Collector(s): W. Russell","2015-02-05T01:15:42.236127","ecoengine"
"211",-119.8901,37.8093,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:29798/","MVZ:Mamm:29798","specimen","Puma concolor californica","United States","California",1916-01-01,"1916-12-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:29798","Crockers",30,"Collector(s): Forest S. Townsley","2015-02-05T01:20:12.827658","ecoengine"
"212",-113.9142,45.747,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:81547/","MVZ:Mamm:81547","specimen","Puma concolor missoulensis","United States","Montana",1938-03-24,"1938-03-24T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:81547","Reimal Creek, 4 mi SE Camp Creek Ranger Station, E Fork, Bitterroot River",347,"Collector(s): David H. Johnson, W. McKinney","2016-09-30T11:48:15.243405","ecoengine"
"213",-110.405,31.4485,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:59675/","MVZ:Mamm:59675","specimen","Puma concolor azteca","United States","Arizona",1933-01-17,"1933-01-17T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:59675","1 mi N Sunnyside, Huachuca Mts.",2386,"Collector(s): J. H. Merritt, Seth B. Benson","2015-02-05T01:52:38.740482","ecoengine"
"214",-121.1071,39.5624,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:44136/","MVZ:Mamm:44136","specimen","Puma concolor californica","United States","California",1929-07-01,"1929-07-31T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:44136","region of Strawberry Valley",563,"Collector(s): Rae L. Belden","2015-02-05T02:08:51.573713","ecoengine"
"215",-118.7618,36.3506,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:34226/","MVZ:Mamm:34226","specimen","Puma concolor californica","United States","California",1924-02-16,"1924-02-16T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:34226","Clough Cave, S Fork Kaweah River",30,"Collector(s): Jay C. Bruce","2015-02-05T02:41:02.284702","ecoengine"
"216",-121.5054,36.6998,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:34308/","MVZ:Mamm:34308","specimen","Puma concolor californica","United States","California",1924-12-20,"1924-12-20T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:34308","4 mi S Fremont Peak, ca. 14 mi from Hollister",402,"Collector(s): Jay C. Bruce","2015-02-05T02:49:32.678138","ecoengine"
"217",-119.9828,34.7775,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:32328/","MVZ:Mamm:32328","specimen","Puma concolor californica","United States","California",1921-02-12,"1921-02-12T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:32328","3 mi E Zaca Lake",1609,"Collector(s): Joseph S. Dixon, Jay C. Bruce","2015-02-05T02:54:31.629706","ecoengine"
"218",-120.022,37.9381,"https://ecoengine.berkeley.edu/api/observations/MVZ:Mamm:33555/","MVZ:Mamm:33555","specimen","Puma concolor californica","United States","California",1923-07-24,"1923-07-24T00:00:00","https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:33555","near Femmon's Meadow",30,"Collector(s): Jay C. Bruce","2015-02-05T03:09:04.569831","ecoengine"
